id,img_filename,sentence_target,sentence_distractor,relationship_target,relationship_distractor,subject,predicate,object,word_target,word_distractor,pos,open_images_split,result
393,18694e1740fa2aad.jpg,a woman is sitting,a man is sitting,"{'id': '61c4b42c281ae3642ac4e684', 'Label1': 'Woman', 'label': 'is', 'Label2': 'Sit', 'bounding_box': [0.267394, 0.334604, 0.536153, 0.636797]}","{'id': '61c4b42c281ae3642ac4e683', 'Label1': 'Man', 'label': 'wears', 'Label2': 'Crown', 'bounding_box': [0.034106, 0.015253, 0.5075040000000001, 0.9837940000000001]}",Woman,is,Sit,Woman,Man,subject,train,True
833,04db8514271d2ab1.jpg,a boy is wearing glasses,a girl is wearing glasses,"{'id': '61c4b347281ae3642abada55', 'Label1': 'Boy', 'label': 'wears', 'Label2': 'Glasses', 'bounding_box': [0.0, 0.022017, 0.578125, 0.960227]}","{'id': '61c4b347281ae3642abada53', 'Label1': 'Girl', 'label': 'is', 'Label2': 'Smile', 'bounding_box': [0.525625, 0.122159, 0.47375, 0.877131]}",Boy,wears,Glasses,Boy,Girl,subject,train,True
353,009bc1de7a055571.jpg,a man is standing,a man is wearing glasses,"{'id': '61c4d98fa4b47de1eda739ed', 'Label1': 'Man', 'label': 'is', 'Label2': 'Stand', 'bounding_box': [0.5325, 0.08063, 0.35187500000000005, 0.91937]}","{'id': '61c4d98fa4b47de1eda739e9', 'Label1': 'Woman', 'label': 'wears', 'Label2': 'Glasses', 'bounding_box': [0.395, 0.245598, 0.181875, 0.736793]}",Man,is,Stand,Stand,Glasses,object,train,True
915,0376833b877ce1fd.jpg,a woman is standing,a woman is sitting,"{'id': '61c4d9b7a4b47de1eda900bb', 'Label1': 'Woman', 'label': 'is', 'Label2': 'Stand', 'bounding_box': [0.158125, 0.140301, 0.24500000000000002, 0.759887]}","{'id': '61c4d9b7a4b47de1eda900ba', 'Label1': 'Man', 'label': 'is', 'Label2': 'Sit', 'bounding_box': [0.660625, 0.252354, 0.22624999999999995, 0.7090399999999999]}",Woman,is,Stand,Stand,Sit,object,train,True
777,cde6a32c604be065.jpg,a man is walking,a man is sitting,"{'id': '61c4e2a5a4b47de1ed0b6c53', 'Label1': 'Man', 'label': 'is', 'Label2': 'Walk', 'bounding_box': [0.234167, 0.096774, 0.23916600000000002, 0.719758]}","{'id': '61c4e2a5a4b47de1ed0b6c52', 'Label1': 'Woman', 'label': 'is', 'Label2': 'Sit', 'bounding_box': [0.505, 0.183468, 0.275, 0.6018140000000001]}",Man,is,Walk,Walk,Sit,object,train,True
45,a3e818befa415a6d.jpg,a woman is wearing a hat,a woman is wearing glasses,"{'id': '61c4e0cfa4b47de1edf735b4', 'Label1': 'Woman', 'label': 'wears', 'Label2': 'Sun hat', 'bounding_box': [0.33125, 0.2325, 0.345625, 0.760833]}","{'id': '61c4e0cfa4b47de1edf735b3', 'Label1': 'Man', 'label': 'wears', 'Label2': 'Glasses', 'bounding_box': [0.0, 0.161667, 0.415, 0.8375]}",Woman,wears,Sun hat,Sun hat,Glasses,object,train,True
630,75c3caa4117a45dc.jpg,a man is standing,a girl is standing,"{'id': '61c4b839281ae3642af21420', 'Label1': 'Man', 'label': 'is', 'Label2': 'Stand', 'bounding_box': [0.0, 0.076172, 0.795405, 0.922851]}","{'id': '61c4b839281ae3642af21422', 'Label1': 'Girl', 'label': 'is', 'Label2': 'Smile', 'bounding_box': [0.49453, 0.234375, 0.387308, 0.764648]}",Man,is,Stand,Man,Girl,subject,train,True
707,1685926603c48e52.jpg,a boy is sitting,a woman is sitting,"{'id': '61c4b417281ae3642ac3fde0', 'Label1': 'Boy', 'label': 'is', 'Label2': 'Sit', 'bounding_box': [0.070028, 0.365, 0.35387499999999994, 0.509375]}","{'id': '61c4b417281ae3642ac3fde1', 'Label1': 'Woman', 'label': 'is', 'Label2': 'Smile', 'bounding_box': [0.520075, 0.05625, 0.44444400000000006, 0.943125]}",Boy,is,Sit,Boy,Woman,subject,train,True
1201,135eb0fc2caa59b6.jpg,a man is standing,a man is sitting,"{'id': '61c4da77a4b47de1edb15fd5', 'Label1': 'Man', 'label': 'is', 'Label2': 'Stand', 'bounding_box': [0.232645, 0.09375, 0.591933, 0.454375]}","{'id': '61c4da77a4b47de1edb15fd6', 'Label1': 'Woman', 'label': 'is', 'Label2': 'Sit', 'bounding_box': [0.119137, 0.255625, 0.533771, 0.735625]}",Man,is,Stand,Stand,Sit,object,train,True
362,11756187d3cc066c.jpg,a man is sitting,a woman is sitting,"{'id': '61c4b3dc281ae3642ac17113', 'Label1': 'Man', 'label': 'is', 'Label2': 'Sit', 'bounding_box': [0.491, 0.254873, 0.377, 0.743628]}","{'id': '61c4b3dc281ae3642ac1711b', 'Label1': 'Woman', 'label': 'is', 'Label2': 'Stand', 'bounding_box': [0.175, 0.046477, 0.301, 0.952024]}",Man,is,Sit,Man,Woman,subject,train,True
53,23c4246164e94251.jpg,a woman is holding a microphone,a man is holding a microphone,"{'id': '61692911996c1a591221c9ea', 'Label1': 'Woman', 'label': 'holds', 'Label2': 'Microphone', 'bounding_box': [0.448276, 0.081841, 0.212005, 0.918159]}","{'id': '61692911996c1a591221c9e0', 'Label1': 'Man', 'label': 'plays', 'Label2': 'Guitar', 'bounding_box': [0.0, 0.017903, 0.351213, 0.982097]}",Woman,holds,Microphone,Woman,Man,subject,test,True
175,1300b5d26d6a7969.jpg,a woman is wearing glasses,a man is wearing glasses,"{'id': '61c4b3ef281ae3642ac23c2c', 'Label1': 'Woman', 'label': 'wears', 'Label2': 'Glasses', 'bounding_box': [0.005, 0.183865, 0.318125, 0.815197]}","{'id': '61c4b3ef281ae3642ac23c2b', 'Label1': 'Man', 'label': 'is', 'Label2': 'Sit', 'bounding_box': [0.273125, 0.161351, 0.42750000000000005, 0.836773]}",Woman,wears,Glasses,Woman,Man,subject,train,True
1328,ca81fd0e814ad11f.jpg,a woman is laying,a woman is standing,"{'id': '61c4e27ea4b47de1ed09c3dd', 'Label1': 'Woman', 'label': 'is', 'Label2': 'Lay', 'bounding_box': [0.248761, 0.772839, 0.38949500000000004, 0.2246919999999999]}","{'id': '61c4e27ea4b47de1ed09c3de', 'Label1': 'Man', 'label': 'is', 'Label2': 'Stand', 'bounding_box': [0.489594, 0.202469, 0.10505399999999998, 0.6444449999999999]}",Woman,is,Lay,Lay,Stand,object,train,True
120,a1f38be2905908b0.jpg,a man is standing,a woman is standing,"{'id': '61692944996c1a591223f9a9', 'Label1': 'Man', 'label': 'is', 'Label2': 'Stand', 'bounding_box': [0.48, 0.083955, 0.38125, 0.900187]}","{'id': '61692944996c1a591223f9a7', 'Label1': 'Woman', 'label': 'on', 'Label2': 'Bed', 'bounding_box': [0.036928, 0.448124, 0.8064990000000001, 0.551876]}",Man,is,Stand,Man,Woman,subject,test,True
622,6c1dd215821bd88b.jpg,a man is standing,a girl is standing,"{'id': '61c4b7cc281ae3642aed5dfc', 'Label1': 'Man', 'label': 'is', 'Label2': 'Stand', 'bounding_box': [0.0975, 0.29875, 0.543333, 0.670625]}","{'id': '61c4b7cc281ae3642aed5dfb', 'Label1': 'Girl', 'label': 'is', 'Label2': 'Sit', 'bounding_box': [0.276667, 0.1875, 0.31416600000000006, 0.30375]}",Man,is,Stand,Man,Girl,subject,train,True
100,05f078e051e4c7df.jpg,a man is wearing glasses,a woman is wearing glasses,"{'id': '61c4b354281ae3642abb6eea', 'Label1': 'Man', 'label': 'wears', 'Label2': 'Glasses', 'bounding_box': [0.6475, 0.070028, 0.34125000000000005, 0.929038]}","{'id': '61c4b354281ae3642abb6ee9', 'Label1': 'Woman', 'label': 'is', 'Label2': 'Smile', 'bounding_box': [0.44, 0.314659, 0.33937500000000004, 0.6769379999999999]}",Man,wears,Glasses,Man,Woman,subject,train,True
703,102f78ed1bc719fb.jpg,a boy is sitting,a woman is sitting,"{'id': '61c4b3ce281ae3642ac0cb9c', 'Label1': 'Boy', 'label': 'is', 'Label2': 'Sit', 'bounding_box': [0.376312, 0.555, 0.598201, 0.44099999999999995]}","{'id': '61c4b3ce281ae3642ac0cb9d', 'Label1': 'Woman', 'label': 'is', 'Label2': 'Smile', 'bounding_box': [0.004498, 0.021, 0.47976, 0.978]}",Boy,is,Sit,Boy,Woman,subject,train,True
87,061c229615e075a0.jpg,a woman is wearing glasses,a man is wearing glasses,"{'id': '61c4b356281ae3642abb84e7', 'Label1': 'Woman', 'label': 'wears', 'Label2': 'Glasses', 'bounding_box': [0.351563, 0.389062, 0.6468750000000001, 0.606251]}","{'id': '61c4b356281ae3642abb84ea', 'Label1': 'Man', 'label': 'is', 'Label2': 'Smile', 'bounding_box': [0.0, 0.004688, 0.651563, 0.99375]}",Woman,wears,Glasses,Woman,Man,subject,train,True
438,0c2aa344ebdde5e3.jpg,a man is standing,a woman is standing,"{'id': '61c4b39f281ae3642abeb9dd', 'Label1': 'Man', 'label': 'is', 'Label2': 'Stand', 'bounding_box': [0.66625, 0.091932, 0.28812499999999996, 0.876173]}","{'id': '61c4b39f281ae3642abeb9e0', 'Label1': 'Woman', 'label': 'is', 'Label2': 'Smile', 'bounding_box': [0.026875, 0.256098, 0.37875000000000003, 0.742964]}",Man,is,Stand,Man,Woman,subject,train,True
661,a31cf45695b44b06.jpg,a boy is wearing glasses,a woman is wearing glasses,"{'id': '61c4ba2f281ae3642a07e4ec', 'Label1': 'Boy', 'label': 'wears', 'Label2': 'Glasses', 'bounding_box': [0.716875, 0.36, 0.2825, 0.639167]}","{'id': '61c4ba2f281ae3642a07e4e7', 'Label1': 'Woman', 'label': 'is', 'Label2': 'Smile', 'bounding_box': [0.27125, 0.2025, 0.22875, 0.680833]}",Boy,wears,Glasses,Boy,Woman,subject,train,True
530,029f4ec6fcef7e9b.jpg,a man is wearing glasses,a girl is wearing glasses,"{'id': '61c4b32a281ae3642ab992e3', 'Label1': 'Man', 'label': 'wears', 'Label2': 'Glasses', 'bounding_box': [0.167969, 0.036342, 0.792187, 0.9624860000000001]}","{'id': '61c4b32a281ae3642ab992e5', 'Label1': 'Girl', 'label': 'is', 'Label2': 'Stand', 'bounding_box': [0.1375, 0.039859, 0.307031, 0.957796]}",Man,wears,Glasses,Man,Girl,subject,train,True
639,05e3caadbfd69c26.jpg,a boy is crying,a boy is smiling,"{'id': '61c4d9d6a4b47de1edaa5dda', 'Label1': 'Boy', 'label': 'is', 'Label2': 'Cry', 'bounding_box': [0.314375, 0.353383, 0.300625, 0.606517]}","{'id': '61c4d9d6a4b47de1edaa5dd9', 'Label1': 'Woman', 'label': 'is', 'Label2': 'Smile', 'bounding_box': [0.029375, 0.189641, 0.3775, 0.804511]}",Boy,is,Cry,Cry,Smile,object,train,True
884,06301c838fc79a59.jpg,a girl is standing,a boy is standing,"{'id': '61c4b357281ae3642abb9121', 'Label1': 'Girl', 'label': 'is', 'Label2': 'Stand', 'bounding_box': [0.533929, 0.115196, 0.289285, 0.8529410000000001]}","{'id': '61c4b357281ae3642abb9123', 'Label1': 'Boy', 'label': 'is', 'Label2': 'Sit', 'bounding_box': [0.126786, 0.034314, 0.341071, 0.955882]}",Girl,is,Stand,Girl,Boy,subject,train,True
375,037666cd9b328309.jpg,a man is standing,a man is wearing glasses,"{'id': '61c4d9b7a4b47de1eda900b7', 'Label1': 'Man', 'label': 'is', 'Label2': 'Stand', 'bounding_box': [0.5, 0.176875, 0.499062, 0.8225]}","{'id': '61c4d9b7a4b47de1eda900b8', 'Label1': 'Woman', 'label': 'wears', 'Label2': 'Glasses', 'bounding_box': [0.001876, 0.083125, 0.667918, 0.890625]}",Man,is,Stand,Stand,Glasses,object,train,True
474,4bac9c7f4d78992a.jpg,a girl is wearing a hat,a girl is standing,"{'id': '61c4dcf1a4b47de1edccb55f', 'Label1': 'Girl', 'label': 'wears', 'Label2': 'Sun hat', 'bounding_box': [0.349593, 0.268557, 0.30456600000000006, 0.550459]}","{'id': '61c4dcf1a4b47de1edccb55c', 'Label1': 'Man', 'label': 'is', 'Label2': 'Stand', 'bounding_box': [0.345216, 0.405338, 0.32958099999999996, 0.5237700000000001]}",Girl,wears,Sun hat,Sun hat,Stand,object,train,True
162,0960320f61da2659.jpg,a man is wearing glasses,a woman is wearing glasses,"{'id': '61c4b37e281ae3642abd47c1', 'Label1': 'Man', 'label': 'wears', 'Label2': 'Glasses', 'bounding_box': [0.0, 0.111667, 0.8, 0.8875000000000001]}","{'id': '61c4b37e281ae3642abd47be', 'Label1': 'Woman', 'label': 'is', 'Label2': 'Smile', 'bounding_box': [0.264375, 0.108333, 0.49187499999999995, 0.8724999999999999]}",Man,wears,Glasses,Man,Woman,subject,train,True
147,1f57f44a6da72668.jpg,a girl is sitting,a man is sitting,"{'id': '6169290f996c1a591221b676', 'Label1': 'Girl', 'label': 'is', 'Label2': 'Sit', 'bounding_box': [0.165625, 0.451667, 0.24375, 0.519166]}","{'id': '6169290f996c1a591221b677', 'Label1': 'Man', 'label': 'is', 'Label2': 'Lay', 'bounding_box': [0.625, 0.575, 0.37375, 0.31666700000000003]}",Girl,is,Sit,Girl,Man,subject,test,True
497,1bbc0bbe499e1ab5.jpg,a woman is standing,a man is standing,"{'id': '61c4b451281ae3642ac6896d', 'Label1': 'Woman', 'label': 'is', 'Label2': 'Stand', 'bounding_box': [0.3825, 0.285833, 0.169167, 0.545834]}","{'id': '61c4b451281ae3642ac6896c', 'Label1': 'Man', 'label': 'ride', 'Label2': 'Motorcycle', 'bounding_box': [0.636667, 0.328333, 0.29833300000000007, 0.561667]}",Woman,is,Stand,Woman,Man,subject,train,True
523,207eeb8fab1f946d.jpg,a girl is wearing a hat,a man is wearing a hat,"{'id': '61c4b485281ae3642ac8d302', 'Label1': 'Girl', 'label': 'wears', 'Label2': 'Sun hat', 'bounding_box': [0.0, 0.2925, 0.651727, 0.701875]}","{'id': '61c4b485281ae3642ac8d303', 'Label1': 'Man', 'label': 'wears', 'Label2': 'Glasses', 'bounding_box': [0.0, 0.159375, 0.462185, 0.440625]}",Girl,wears,Sun hat,Girl,Man,subject,train,True
471,00f0f12cd06bb7f1.jpg,a woman is standing,a woman is wearing a hat,"{'id': '61c4d995a4b47de1eda77a42', 'Label1': 'Woman', 'label': 'is', 'Label2': 'Stand', 'bounding_box': [0.03875, 0.27955, 0.381875, 0.7045029999999999]}","{'id': '61c4d995a4b47de1eda77a47', 'Label1': 'Man', 'label': 'wears', 'Label2': 'Sun hat', 'bounding_box': [0.3425, 0.165103, 0.44437499999999996, 0.833959]}",Woman,is,Stand,Stand,Sun hat,object,train,True
468,151ea676bbcf77b8.jpg,a man is standing,a woman is standing,"{'id': '61c4b407281ae3642ac3480f', 'Label1': 'Man', 'label': 'is', 'Label2': 'Stand', 'bounding_box': [0.384615, 0.045, 0.5562860000000001, 0.875625]}","{'id': '61c4b407281ae3642ac34810', 'Label1': 'Woman', 'label': 'is', 'Label2': 'Sit', 'bounding_box': [0.043152, 0.27, 0.574109, 0.701875]}",Man,is,Stand,Man,Woman,subject,train,True
688,b8e67fbe2e6df47e.jpg,a man is singing,a man is standing,"{'id': '61c4e1b9a4b47de1ed014a39', 'Label1': 'Man', 'label': 'is', 'Label2': 'Sing', 'bounding_box': [0.044818, 0.125625, 0.553688, 0.87375]}","{'id': '61c4e1b9a4b47de1ed014a3c', 'Label1': 'Woman', 'label': 'is', 'Label2': 'Stand', 'bounding_box': [0.13352, 0.214375, 0.7665730000000001, 0.75625]}",Man,is,Sing,Sing,Stand,object,train,True
117,0019ac4eb659f57e.jpg,a man is standing,a man is laying,"{'id': '61780bc8fe50a1c1ad077950', 'Label1': 'Man', 'label': 'is', 'Label2': 'Stand', 'bounding_box': [0.0, 0.0, 0.486875, 0.741265]}","{'id': '61780bc8fe50a1c1ad07794d', 'Label1': 'Woman', 'label': 'is', 'Label2': 'Lay', 'bounding_box': [0.0, 0.143927, 0.948125, 0.8244589999999999]}",Man,is,Stand,Stand,Lay,object,test,True
308,e8588b47cdc48c82.jpg,a man is wearing glasses,a man is sitting,"{'id': '61c4e3c2a4b47de1ed17ae0e', 'Label1': 'Man', 'label': 'wears', 'Label2': 'Glasses', 'bounding_box': [0.1, 0.1275, 0.28125, 0.8525]}","{'id': '61c4e3c2a4b47de1ed17ae15', 'Label1': 'Woman', 'label': 'is', 'Label2': 'Sit', 'bounding_box': [0.5325, 0.485833, 0.3075, 0.513334]}",Man,wears,Glasses,Glasses,Sit,object,train,True
454,8238479356b12b48.jpg,a man is holding a wine glass,a man is standing,"{'id': '61c4df57a4b47de1ede70adb', 'Label1': 'Man', 'label': 'holds', 'Label2': 'Wine glass', 'bounding_box': [0.553125, 0.3125, 0.314063, 0.675]}","{'id': '61c4df57a4b47de1ede70ae1', 'Label1': 'Woman', 'label': 'is', 'Label2': 'Stand', 'bounding_box': [0.440625, 0.077083, 0.189062, 0.739584]}",Man,holds,Wine glass,Wine glass,Stand,object,train,True
7,1ed9308efd80b188.jpg,a woman is wearing glasses,a man is wearing glasses,"{'id': '6169290f996c1a591221b2da', 'Label1': 'Woman', 'label': 'wears', 'Label2': 'Glasses', 'bounding_box': [0.628488, 0.237251, 0.35389099999999996, 0.711751]}","{'id': '6169290f996c1a591221b2d7', 'Label1': 'Man', 'label': 'at', 'Label2': 'Table', 'bounding_box': [0.0, 0.179601, 0.998532, 0.815964]}",Woman,wears,Glasses,Woman,Man,subject,test,True
372,301c16897c938af7.jpg,a man is wearing glasses,a man is standing,"{'id': '61c4dbbba4b47de1edbf5d74', 'Label1': 'Man', 'label': 'wears', 'Label2': 'Glasses', 'bounding_box': [0.241667, 0.5625, 0.20208299999999998, 0.43593800000000005]}","{'id': '61c4dbbba4b47de1edbf5d77', 'Label1': 'Woman', 'label': 'is', 'Label2': 'Stand', 'bounding_box': [0.359375, 0.034375, 0.333333, 0.964063]}",Man,wears,Glasses,Glasses,Stand,object,train,True
812,d5331144135d29ee.jpg,a woman is standing,a boy is standing,"{'id': '61c4bc59281ae3642a1ff45a', 'Label1': 'Woman', 'label': 'is', 'Label2': 'Stand', 'bounding_box': [0.405253, 0.133125, 0.42870600000000003, 0.6312500000000001]}","{'id': '61c4bc59281ae3642a1ff459', 'Label1': 'Boy', 'label': 'at', 'Label2': 'Table', 'bounding_box': [0.052533, 0.4825, 0.577861, 0.516875]}",Woman,is,Stand,Woman,Boy,subject,train,True
38,4fe7154ed5b339e3.jpg,a man is riding a horse,a woman is riding a horse,"{'id': '61692924996c1a59122293b4', 'Label1': 'Man', 'label': 'on', 'Label2': 'Horse', 'bounding_box': [0.0, 0.097059, 1.0, 0.9]}","{'id': '61692924996c1a59122293ab', 'Label1': 'Woman', 'label': 'is', 'Label2': 'Stand', 'bounding_box': [0.0, 0.385, 0.173258, 0.611875]}",Man,on,Horse,Man,Woman,subject,test,True
1331,48937a9c35bb6c05.jpg,a woman is standing,a woman is laying,"{'id': '61c4dccfa4b47de1edcb3920', 'Label1': 'Woman', 'label': 'is', 'Label2': 'Stand', 'bounding_box': [0.193359, 0.296623, 0.11718800000000001, 0.565345]}","{'id': '61c4dccfa4b47de1edcb3921', 'Label1': 'Man', 'label': 'is', 'Label2': 'Lay', 'bounding_box': [0.75293, 0.433187, 0.19824200000000003, 0.39207000000000003]}",Woman,is,Stand,Stand,Lay,object,train,True
134,083d0abe32d6474f.jpg,a man is wearing glasses,a woman is wearing glasses,"{'id': '61c4b370281ae3642abcac7e', 'Label1': 'Man', 'label': 'wears', 'Label2': 'Glasses', 'bounding_box': [0.019375, 0.0425, 0.98, 0.953333]}","{'id': '61c4b370281ae3642abcac79', 'Label1': 'Woman', 'label': 'is', 'Label2': 'Stand', 'bounding_box': [0.0, 0.1225, 0.40625, 0.8766670000000001]}",Man,wears,Glasses,Man,Woman,subject,train,True
900,006009890175ee76.jpg,a woman is sitting,a woman is standing,"{'id': '61c4d98aa4b47de1eda70b27', 'Label1': 'Woman', 'label': 'is', 'Label2': 'Sit', 'bounding_box': [0.025, 0.43621, 0.1575, 0.515009]}","{'id': '61c4d98aa4b47de1eda70b29', 'Label1': 'Man', 'label': 'is', 'Label2': 'Stand', 'bounding_box': [0.644375, 0.252345, 0.16562500000000002, 0.7129460000000001]}",Woman,is,Sit,Sit,Stand,object,train,True
48,c869306fe935752f.jpg,a girl is sitting,a girl is standing,"{'id': '61780c15fe50a1c1ad0af03c', 'Label1': 'Girl', 'label': 'is', 'Label2': 'Sit', 'bounding_box': [0.0, 0.304143, 0.88375, 0.695857]}","{'id': '61780c15fe50a1c1ad0af03a', 'Label1': 'Man', 'label': 'is', 'Label2': 'Stand', 'bounding_box': [0.0, 0.0, 0.8925, 1.0]}",Girl,is,Sit,Sit,Stand,object,test,True
1212,1060dabdc1d6698e.jpg,a woman is sitting,a woman is standing,"{'id': '61c4da53a4b47de1edafd8a2', 'Label1': 'Woman', 'label': 'is', 'Label2': 'Sit', 'bounding_box': [0.0599, 0.525, 0.232945, 0.4625]}","{'id': '61c4da53a4b47de1edafd8a5', 'Label1': 'Man', 'label': 'is', 'Label2': 'Stand', 'bounding_box': [0.8203, 0.365, 0.14808599999999994, 0.58]}",Woman,is,Sit,Sit,Stand,object,train,True
935,0141f0aa7e2202b5.jpg,a man is standing,a man is sitting,"{'id': '61c4d999a4b47de1eda7af2c', 'Label1': 'Man', 'label': 'is', 'Label2': 'Stand', 'bounding_box': [0.336389, 0.381875, 0.315938, 0.6112500000000001]}","{'id': '61c4d999a4b47de1eda7af2b', 'Label1': 'Woman', 'label': 'is', 'Label2': 'Sit', 'bounding_box': [0.154443, 0.451875, 0.271509, 0.514375]}",Man,is,Stand,Stand,Sit,object,train,True
328,08b70055c9507f6b.jpg,a man is sitting,a woman is sitting,"{'id': '61c4b376281ae3642abcebf0', 'Label1': 'Man', 'label': 'is', 'Label2': 'Sit', 'bounding_box': [0.01, 0.058325, 0.64, 0.891816]}","{'id': '61c4b376281ae3642abcebef', 'Label1': 'Woman', 'label': 'is', 'Label2': 'Stand', 'bounding_box': [0.491875, 0.0, 0.47937499999999994, 0.938852]}",Man,is,Sit,Man,Woman,subject,train,True
63,037666cd9b328309.jpg,a woman is wearing glasses,a man is wearing glasses,"{'id': '61c4b335281ae3642aba0cea', 'Label1': 'Woman', 'label': 'wears', 'Label2': 'Glasses', 'bounding_box': [0.001876, 0.083125, 0.667918, 0.890625]}","{'id': '61c4b335281ae3642aba0ce8', 'Label1': 'Man', 'label': 'is', 'Label2': 'Smile', 'bounding_box': [0.5, 0.176875, 0.499062, 0.8225]}",Woman,wears,Glasses,Woman,Man,subject,train,True
